Database short name;Database full name;Database URL;Cancer type;Data type;Short description;Release date;Last update;Curation method;Organism;Database owner;Database licence;Country id
OncoDB.HCC;Oncogenomic Database of Hepatocellular Carcinoma;http://oncodb.hcc.ibms.sinica.edu.tw/index.htm;Hepatocellular carcinoma (HCC);Genomics data;The OncoDB.HCC is a database of cancer genomic data with experimental validation.;03/01/2007;03/01/2007;Manual curation by experts with experimental validation;Human;Graduate Institute of Life Sciences, National Defense Medical Center, National Defense University, Taiwan.;Academic;221
